time,u_var,v_var,w_var,u,v,w,Tau,H,LE,wind_speed,wind_dir,ust,TKE,L,(z-d)/L,Bowen_ratio,sonic_temperature,temp,pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,q_old,q,theta,Ts_std,theta_std,u_unrot,v_unrot,w_unrot,tke,theta_std_2
11:30,1.2103586489413800,1.3744525715084200,0.23865737347046400,1.5730854951371900,-1.44685789208619E-13,-1.59279135705552E-15,0.19839970998953800,100.72187331340400,120.75775940842200,1.5730854951371900,158.81218225137900,0.45129415158780300,1.4398107640347300,-67.549727825025800,-1.96891985034359E-02,0.83408199859643500,283.61297907702100,282.23564733287500,79375.040879516000,0.97414055054389100,1013.6715813447700,2.97065460618221E-02,0.17519775919043500,9.32133544797374E-03,1214.0911817522100,1150.7766774400400,9.56877879970131E-03,9.56877879970131,301.510369306671,0.34704168591099400,0.629334020005,1.0279375696712700,1.1903653614350700,-3.11870832952897E-02,1.41173429696013,0.370742207345703
12:00,2.3320845118781000,1.6904168411861000,0.26485122524862700,1.5826986554799800,1.33688011640869E-14,-1.38014391575044E-14,0.20533144753527000,122.21529325303400,131.47053173747500,1.5826986554799800,174.51041957266500,0.45967296216361700,2.1821104989130000,-58.828283693771300,-2.2608172744309E-02,0.92960218261745400,284.31131883112600,282.94492294850000,79375.040879516000,0.97175671417050000,1013.6029730357000,2.97796924394654E-02,0.19086950972706700,9.20157166790925E-03,1201.5045968851200,1207.0380516461500,9.46900755480119E-03,9.46900755480119,302.268083489228,0.51270550825580300,0.764934728377,1.3198476111634200,0.87324294449703100,1.95978889292175E-02,2.14367628915641,0.547719710818278
12:30,2.8672062061768100,2.1320138287381200,0.27394105847829000,1.0234250184401400,1.01016099744816E-13,-1.31775538363561E-15,0.28653768091339100,138.27009177838600,149.01202387616600,1.0234250184401400,182.42364162333100,0.54355835647767600,2.6590644250999000,-85.975744297057400,-1.54694793383199E-02,0.92791231325931300,284.88088447408300,283.51535007133200,79375.040879516000,0.96981609635952500,1013.5896721555800,2.98393505977867E-02,0.21645446860872600,9.15894140342856E-03,1198.3493095414600,1254.0227065715100,9.4439981330576E-03,9.4439981330576,302.877466797442,0.48770937477153000,0.746055160455,0.92313459695231000,0.44182373628495600,-3.61529171173718E-03,2.63658054669661,0.521016516132196
13:00,2.0798714462039700,3.5480858363039100,0.41665579926741400,1.8891881330541800,-6.1615293974995E-14,5.13571378413887E-14,0.55186211724030800,140.63201956238600,184.95484994028800,1.8891881330541800,157.30927949881400,0.75529616453204100,3.0620298892284200,-226.79087223557400,-5.86443355012319E-03,0.76035864757149400,285.60176185682100,284.24799747928600,79375.040879516000,0.96737759389566000,1013.5075451520200,2.99148576399711E-02,0.26885349690997300,9.03382173489331E-03,1185.0337737583300,1316.7360209444000,9.3384649302387E-03,9.3384649302387,303.660148902383,0.58840521765651900,0.819461670056,1.1957231385543700,1.4604055695258300,-8.05825694361822E-02,3.02230654088765,0.628589181253733
13:30,1.7652767377820700,2.7462163899549700,0.32316770140102700,1.8715711587269900,-2.28593265167367E-15,-7.84381057636649E-15,0.37971648278572500,112.90483166062700,202.24561072725500,1.8715711587269900,152.44867104878900,0.62709543478908600,2.4531533713960000,-161.66120219635700,-8.22708220606051E-03,0.55825602965934600,286.14062341718300,284.83780321600600,79375.040879516000,0.96558869212613000,1013.1881287222800,2.99712997527966E-02,0.29415385084020000,8.65981972848027E-03,1138.3322727011600,1369.2462349575700,8.96843531733187E-03,8.96843531733187,304.290234248363,0.52086432533104300,0.770997009271,1.0561531948136900,1.5396655276486500,-0.12941829172630600,2.41733041456903,0.556435718072173
14:00,3.0913979162884700,2.2431561610411800,0.29654211744655900,1.8626204309142900,-1.1840147347646E-14,1.10824490355029E-14,0.36129570022929000,112.81038719444400,169.37801217085600,1.8626204309142900,180.90779567543700,0.61217138194085300,2.8351283436409400,-150.49929537713600,-8.8372506772683E-03,0.66602734173458900,286.59849810579100,285.36216799470300,79375.040879516000,0.96408815439113800,1012.7769804093400,3.00192590372128E-02,0.24647382988881300,8.19001357421912E-03,1078.5605426274900,1417.4840753858300,8.49508785780223E-03,8.49508785780223,304.850409476299,0.51009098780490100,0.762981859108,1.6581769303363500,0.84824733336746900,-1.67510833853688E-02,2.8155480973881,0.544926636895261
14:30,1.8182703255390600,2.9700072949256400,0.28902658330029000,1.2425646645250800,2.22811227544841E-13,-1.79844369095126E-14,0.39481088445664700,152.41942803741600,269.20423207041100,1.2425646645250800,162.74678344792800,0.64062651369071500,2.6237407013401800,-127.64021831144400,-1.04199132342032E-02,0.56618511107786200,287.23049671363800,286.06078729121700,79375.040879516000,0.96200936387174100,1012.3670173773800,3.00854566273799E-02,0.39200061181493300,7.71309680285803E-03,1018.2432029175500,1484.0486264267800,8.01769410207776E-03,8.01769410207776,305.596739587634,0.67593410145985400,0.878299358687,0.87372052783280500,0.88147761078456800,-5.98047360644639E-02,2.5386521018825,0.722095676021271
15:00,2.7286794875966300,1.9166575366836000,0.23053334773742900,0.83626925271051100,2.8650178363134E-14,-4.04989256840085E-15,0.19351690082167600,130.81433281120200,187.49981520199000,0.83626925271051100,145.67369305908200,0.44883537276071000,2.4419159871638800,-51.142663948801900,-2.60056848296257E-02,0.69767712928291700,287.65941842736100,286.53668898820600,79375.040879516000,0.96060478889893400,1012.0802245151000,3.01303832830186E-02,0.27315182233106300,7.38022230241257E-03,975.92105551213700,1530.9508481701800,7.68289143225274E-03,7.68289143225274,306.105142044123,0.69853442211938900,0.892861903334,0.38696004192666500,0.73787323651696200,-7.17723889325822E-02,2.43793518600883,0.746239440612669
15:30,2.9375627599961400,3.2307608787817900,0.39808884467409300,0.20459690882765500,2.36305357988889E-13,-1.7514554334373E-14,0.71882197045708600,62.588708965012600,110.16740008244800,0.20459690882765500,54.088499326878000,0.86507567619533600,3.3425955509386800,-765.28763546137100,-1.73790864816231E-03,0.56812368194377100,287.68476922798200,286.58597080817100,79375.040879516000,0.96053488175933000,1011.9354189050500,3.01330386083453E-02,0.16050069177574400,7.22114497716789E-03,955.05038195253900,1535.8961956190400,7.517837315748E-03,7.517837315748,306.157789467927,0.58121988885437000,0.814442860189,-0.17476201369950400,8.5571533466481E-02,-6.32111250476551E-02,3.28320624172601,0.620913144717602
16:00,3.0406198612750000,4.2802527140246100,0.39674750955848100,1.2558283670487900,1.24446689347792E-13,4.02194697660256E-14,0.44799120998006000,135.93361049317500,219.12560319666800,1.2558283670487900,141.40666414724800,0.68321983856066200,3.9781262632948200,-173.59357915590400,-7.66157369683318E-03,0.62034563058874000,287.92209137535100,286.79905413514600,79375.040879516000,0.95972886289869700,1012.0810914408300,3.01578965021034E-02,0.31930505774360900,7.36876697679708E-03,975.29849166016000,1557.3396614994800,7.6779674569138E-03,7.6779674569138,306.385424896749,0.48046464124781000,0.740493248198,0.49772680538470700,1.1498118469200400,-8.54729861858667E-02,3.85881004242905,0.513277017947231
16:30,2.1933505926611900,3.2842533149241200,0.41012656702888000,2.5211274095758300,7.06142353284005E-14,3.43814735923488E-15,0.29566941652287900,126.93838838253300,240.77106691161500,2.5211274095758300,130.87891956420500,0.55511392024264600,2.9475481520853500,-99.708845580287700,-1.3338836612335E-02,0.52721612281234600,287.99249209891400,286.86842197937100,79375.040879516000,0.95949379002084600,1012.0870752486000,3.01652705029129E-02,0.35086973080014700,7.37195458575983E-03,975.95636618447100,1564.3824062601700,7.68317071192265E-03,7.68317071192265,306.459530079875,0.33981827599683700,0.622750024078,0.55955244469189400,2.4472715280243300,-0.23204858343718400,2.9438652373071,0.363025489023789
17:00,3.2734800145621400,4.5867584594059100,0.43580029472064800,2.1148060714186300,-2.8623579052931E-13,1.0383873397184E-14,0.33265239225872900,98.877008616172700,178.77231818686500,2.1148060714186300,121.36558185265300,0.58891139447499200,4.1739567728416200,-152.84239430600500,-8.70177417750477E-03,0.55308903312882800,288.09106787278900,286.95648116922500,79375.040879516000,0.95915928754167700,1012.1502393766200,3.01755956501496E-02,0.26054252063505800,7.43604846890631E-03,984.74352468594300,1573.3556707849800,7.75267316439679E-03,7.75267316439679,306.553603096889,0.26417228791329100,0.549077965253,0.12321305590093600,2.0951701524538600,-0.25977931948344200,4.14801938434435,0.282213408695971
17:30,1.5635278872460100,2.2166509533234400,0.20181098669334900,0.66916212872827200,1.21633606629925E-13,-2.86272089978696E-14,0.16368582958255900,92.915611964112300,155.40640663828900,0.66916212872827200,135.25916554478000,0.41331057161098600,2.0714064351341600,-56.228293715177400,-2.36535721097473E-02,0.59788791192100000,288.37311567377200,287.20953705903700,79375.040879516000,0.95820416947311000,1012.3242002527200,3.0205138254366E-02,0.22654413960367700,7.61175417374299E-03,1008.9000729387700,1599.3949760949200,7.94377066625424E-03,7.94377066625424,306.823940935194,0.50069642708810200,0.755923127920,0.19720665248916500,0.63475065258398100,-7.73246389043217E-02,1.9909949136314,0.53489049334655
18:00,1.2989372434324300,1.5588239263645900,0.18704172688309400,1.0042388692439400,-2.16840051570215E-13,1.95149509487597E-14,0.18907382738989800,64.755328964897800,148.76450935965000,1.0042388692439400,158.55835511364700,0.44412018878287200,1.5641791298583200,-100.10605875476400,-1.32859091302174E-02,0.43528748384701500,288.25385998408000,287.06428796536100,79375.040879516000,0.95858445989796900,1012.4818700858800,3.01926470254721E-02,0.21683163604838500,7.788822026628E-03,1031.8466500813400,1584.3671379670600,8.12533725766537E-03,8.12533725766537,306.668772343666,0.23704410611190200,0.520121693109,0.65215508332797300,0.76200259711445900,-5.04132500557883E-02,1.52240144834006,0.253232561695067
18:30,1.3879545982476900,0.90314455916361500,8.87353882588036E-02,0.38516199525904000,9.30170391904099E-14,-2.82256844096643E-14,8.00207986827328E-02,46.996319153614300,118.20677670195200,0.38516199525904000,239.77399839548900,0.28889386913225000,1.2264351621319500,-37.967191200569600,-3.50302447440475E-02,0.39757719874310800,288.18489945602400,286.96638107762100,79375.040879516000,0.95879603840461300,1012.6574521382300,3.01854238754251E-02,0.17227602535032600,7.9828343569283E-03,1057.1873882565600,1574.2973229422200,8.32589418100988E-03,8.32589418100988,306.564179099832,0.19349110611871100,0.469916712111,0.32714080534266000,-0.20263041660685500,1.64185973050281E-02,1.18991727283505,0.20670519622421
19:00,0.59061488548919700,0.52314877622550600,5.00380032708223E-02,0.37511482412652000,1.25186171826794E-14,-7.46886829047394E-15,2.30878028680373E-02,2.5033897150038600,51.676642952132100,0.37511482412652000,302.06089663958500,0.15503049705935700,0.59328811068220800,-110.15934219008600,-1.20734199529351E-02,4.84433502641172E-02,287.62964453930300,286.35737356159300,79375.040879516000,0.96061270581311700,1012.9876700309900,3.01272646691246E-02,7.52701508910739E-02,8.36853430030378E-03,1105.9127309941400,1513.0173831940100,8.71166313922548E-03,8.71166313922548,305.913580627231,0.27632061203768900,0.561561115372,-2.63755139275114E-02,-0.37151261118149600,4.4652472245065E-02,0.581900832492763,0.295191378445074
19:30,1.5785682991287100,1.1305568465234800,0.15184595538820700,1.0822286066024800,-1.64971171112008E-13,-1.25433911279417E-15,0.11590665609244500,-42.429209295345200,50.192384814918200,1.0822286066024800,167.09359239161600,0.34695254102664400,1.5016506994049200,72.851834310509700,1.82562321537611E-02,-0.84533160661324900,286.95447232437100,285.68250242390700,79375.040879516000,0.96287127673190300,1012.9915351005500,3.00565449349016E-02,7.30609064517373E-02,8.40603605526898E-03,1108.2505095892900,1447.6177513026100,8.73017635732167E-03,8.73017635732167,305.19262050798,0.15252905432815200,0.417221495758,0.81776579156242300,0.70853104152518000,-2.14855834211972E-02,1.4304855505202,0.162945722608306
20:00,1.6210520540923500,1.3424114045803500,0.14264025355412900,0.82934242049223600,-2.09948351432007E-14,2.22779264832475E-15,0.10607924421680300,-63.031409871912400,61.760695652859300,0.82934242049223600,142.65968163528100,0.33192827244893900,1.5535005505958800,42.938486939906200,3.09745427653606E-02,-1.0205748041795900,286.97729021835300,285.73498412924600,79375.040879516000,0.96281295585665300,1012.8104092931900,3.00589349553471E-02,8.99044670028437E-02,8.20799241974487E-03,1082.3402676259900,1452.6380153015500,8.52501243342939E-03,8.52501243342939,305.248686346963,0.23461413035909400,0.517448901749,0.34463119429878500,0.75067294425344400,-7.43526805826104E-02,1.55305185611341,0.250636635583113
20:30,0.70070319912002900,0.27629057707843200,2.54117577681354E-02,0.40380863624084500,7.59412749248742E-15,-2.83311766424119E-15,8.94935008332188E-03,-11.698270343197200,6.2531055106173200,0.40380863624084500,85.133084961002000,9.61603142657992E-02,0.50824182315274400,5.6261999970486200,0.23639401384552400,-1.8707936917639400,285.46951707755200,284.12571398109800,79375.040879516000,0.96783149174986700,1013.4478031131500,2.99010058915794E-02,9.08855515844896E-03,8.97541773237128E-03,1176.8663514013700,1306.0906412541700,9.27374011786233E-03,9.27374011786233,303.529514295992,0.61336721896369000,0.836663200805,-0.21705438885848400,0.33594019450006800,-5.5614680608945E-02,0.501202766983298,0.65525591277359
21:00,0.82604600465904100,1.0847702529939500,9.64245571436332E-02,0.69662681183714200,1.52384672503218E-13,-1.21003447852946E-14,7.70532564576615E-02,-59.043731145003800,38.580875557992900,0.69662681183714200,142.32105001700000,0.28215875524119700,1.0307626249403700,28.159139395842400,4.72315570907103E-02,-1.5303885744182300,285.47476850001000,284.17489181181100,79375.040879516000,0.96784082259352200,1013.1772209410800,2.99015559426513E-02,5.60778854575926E-02,8.68060934654704E-03,1138.4094279322000,1310.4018870934600,8.96904650424398E-03,8.96904650424398,303.582050628805,1.1248878157588000,1.133039350644,0.28559019441149800,0.63189308313508000,-6.6620472169799E-02,1.00362040739831,1.20170979096057
